Date,Close
12/31/1999,100.000
1/31/2000,102.860
2/29/2000,104.434
3/31/2000,104.256
4/28/2000,102.724
5/31/2000,112.092
6/30/2000,114.076
7/31/2000,113.882
8/31/2000,120.909
9/29/2000,120.340
10/31/2000,119.919
11/30/2000,123.397
12/29/2000,121.916
1/31/2001,120.331
2/28/2001,120.752
3/30/2001,119.641
4/30/2001,122.441
5/31/2001,120.053
6/29/2001,117.964
7/31/2001,118.896
8/31/2001,120.252
9/28/2001,118.761
10/31/2001,117.763
11/30/2001,117.610
12/31/2001,118.069
1/31/2002,117.537
2/28/2002,117.502
3/28/2002,120.675
4/30/2002,120.313
5/31/2002,121.287
6/28/2002,123.288
7/31/2002,122.672
8/30/2002,127.125
9/30/2002,130.494
10/31/2002,130.585
11/29/2002,129.566
12/31/2002,135.345
1/31/2003,144.278
2/28/2003,148.058
3/31/2003,137.131
4/30/2003,135.047
5/30/2003,139.436
6/30/2003,135.629
7/31/2003,138.477
8/29/2003,141.773
9/30/2003,142.652
10/31/2003,151.953
11/28/2003,152.591
12/31/2003,162.036
1/30/2004,165.731
2/27/2004,176.404
3/31/2004,183.231
4/30/2004,176.983
5/28/2004,176.027
6/30/2004,173.739
7/30/2004,179.646
8/31/2004,177.292
9/30/2004,184.490
10/29/2004,185.874
11/30/2004,187.770
12/31/2004,180.034
1/31/2005,181.060
2/28/2005,189.226
3/31/2005,190.948
4/29/2005,184.074
5/31/2005,180.484
6/30/2005,184.455
7/29/2005,187.960
8/31/2005,199.350
9/30/2005,206.367
10/31/2005,198.319
11/30/2005,204.625
12/30/2005,216.043
1/31/2006,228.725
2/28/2006,228.382
3/31/2006,234.662
4/28/2006,252.708
5/31/2006,257.863
6/30/2006,252.783
7/31/2006,253.719
8/31/2006,247.376
9/29/2006,247.153
10/31/2006,254.000
11/30/2006,261.874
12/29/2006,262.188
1/31/2007,265.544
2/28/2007,272.740
3/30/2007,270.367
4/30/2007,272.314
5/31/2007,273.621
6/29/2007,281.282
7/31/2007,287.358
8/31/2007,286.180
9/28/2007,308.530
10/31/2007,322.201
11/30/2007,315.789
12/31/2007,337.263
1/31/2008,358.139
2/29/2008,397.535
3/31/2008,378.175
4/30/2008,395.193
5/30/2008,411.791
6/30/2008,441.234
7/31/2008,409.112
8/29/2008,390.906
9/30/2008,387.036
10/31/2008,388.081
11/28/2008,388.819
12/31/2008,389.441
1/30/2009,389.830
2/27/2009,387.569
3/31/2009,386.872
4/30/2009,387.065
5/29/2009,409.554
6/30/2009,387.233
7/31/2009,395.907
8/31/2009,407.151
9/30/2009,408.861
10/30/2009,419.287
11/30/2009,436.184
12/31/2009,433.480
1/29/2010,417.138
2/26/2010,428.150
3/31/2010,430.590
4/30/2010,438.815
5/28/2010,414.724
6/30/2010,413.355
7/30/2010,417.943
8/31/2010,429.353
9/30/2010,459.751
10/29/2010,493.911
11/30/2010,499.492
12/31/2010,548.192
1/31/2011,562.171
2/28/2011,586.401
3/31/2011,598.480
4/29/2011,624.814
5/31/2011,593.760
6/30/2011,577.432
7/29/2011,594.524
8/31/2011,599.400
9/30/2011,562.536
10/31/2011,566.474
11/30/2011,564.435
12/30/2011,558.000
1/31/2012,563.636
2/29/2012,577.051
3/30/2012,578.205
4/30/2012,576.644
5/31/2012,540.315
6/29/2012,553.012
7/31/2012,583.539
8/31/2012,582.022
9/28/2012,587.376
10/31/2012,565.761
11/30/2012,570.004
12/31/2012,559.687
1/31/2013,573.959
2/28/2013,561.274
3/28/2013,566.719
4/30/2013,559.351
5/31/2013,556.890
6/28/2013,555.888
7/31/2013,555.943
8/30/2013,562.225
9/30/2013,550.137
10/31/2013,542.160
11/29/2013,545.684
12/31/2013,548.413
1/31/2014,535.799
2/28/2014,550.641
3/31/2014,544.474
4/30/2014,551.933
5/30/2014,531.567
6/30/2014,537.573
7/31/2014,519.135
8/29/2014,514.670
9/30/2014,506.847
10/31/2014,507.405
11/28/2014,507.912
12/31/2014,505.779
1/30/2015,495.512
2/27/2015,494.966
3/31/2015,487.245
4/30/2015,492.458
5/29/2015,484.087
6/30/2015,484.087
7/31/2015,446.860
8/31/2015,440.068
9/30/2015,439.144
10/30/2015,439.363
11/30/2015,440.242
12/31/2015,441.827
1/29/2016,439.088
2/29/2016,443.830
3/31/2016,448.224
4/29/2016,466.467
5/31/2016,466.840
6/30/2016,479.445
7/29/2016,476.856
8/31/2016,469.417
9/30/2016,478.805
10/31/2016,473.682
11/30/2016,476.429
12/30/2016,484.338
1/31/2017,477.073
2/28/2017,475.355
3/30/2017,464.422
3/31/2017,464.422
4/28/2017,450.489
5/31/2017,448.372
6/30/2017,438.194
7/31/2017,429.605
8/31/2017,435.706
9/29/2017,428.255
10/31/2017,436.264
11/30/2017,438.663
12/29/2017,451.341
1/31/2018,454.590
2/28/2018,447.817
3/29/2018,450.190
4/30/2018,463.426
5/31/2018,476.448
6/29/2018,462.059
7/31/2018,465.617
8/31/2018,465.431
9/28/2018,469.433
10/31/2018,458.261
11/30/2018,454.182
12/31/2018,455.545
1/31/2019,464.337
2/28/2019,462.572
3/29/2019,456.698
4/30/2019,456.698
5/31/2019,428.839
6/28/2019,440.203
7/31/2019,439.763
8/30/2019,442.709
9/30/2019,438.681
10/31/2019,444.559
11/29/2019,442.114
12/31/2019,450.603
1/31/2020,427.171
2/28/2020,414.997
3/31/2020,403.584
4/30/2020,404.149
5/29/2020,405.160
6/30/2020,406.132
7/31/2020,421.240
8/31/2020,436.658
9/30/2020,439.671
10/30/2020,443.100
11/30/2020,453.956
12/31/2020,481.965
1/29/2021,497.002
2/26/2021,535.172
3/31/2021,527.680
4/30/2021,566.147
5/28/2021,572.715
6/30/2021,583.825
7/30/2021,593.108
8/31/2021,595.599
9/30/2021,611.502
10/29/2021,632.537
11/30/2021,603.694
12/31/2021,623.676
1/31/2022,646.191
2/28/2022,680.180
3/31/2022,724.324
4/29/2022,736.782
5/31/2022,736.709
6/30/2022,704.293
7/29/2022,688.799
8/31/2022,689.281
9/30/2022,683.491
10/31/2022,685.132
11/30/2022,686.022
12/30/2022,696.724
1/31/2023,719.159
2/28/2023,701.467
3/31/2023,726.860
4/28/2023,744.523
5/31/2023,730.973
6/30/2023,713.210
7/31/2023,725.976
8/31/2023,721.621
9/29/2023,729.125
10/31/2023,717.897
11/30/2023,707.990
12/29/2023,690.927
1/31/2024,694.520
2/29/2024,693.548
3/28/2024,711.164
4/30/2024,734.206
5/31/2024,746.540
6/28/2024,738.478
7/31/2024,735.893
8/30/2024,732.140
9/30/2024,742.170
10/31/2024,751.076
11/29/2024,742.815
12/31/2024,736.352
1/31/2025,742.243
2/28/2025,740.387
3/31/2025,767.041
4/30/2025,741.499
5/30/2025,739.645
6/30/2025,728.402
7/31/2025,730.296
8/29/2025,737.672
9/30/2025,761.573
10/31/2025,773.377
11/28/2025,788.458
12/31/2025,787.118
