Date,Close
1/2/2015,51.0672
1/5/2015,50.3088
1/6/2015,49.9877
1/7/2015,50.4293
1/8/2015,51.4196
1/9/2015,51.0806
1/12/2015,50.688
1/13/2015,50.8085
1/14/2015,50.6568
1/15/2015,50.4427
1/16/2015,50.6033
1/20/2015,50.862
1/21/2015,50.9958
1/22/2015,52.0039
1/23/2015,52.111
1/26/2015,51.9772
1/27/2015,51.3973
1/28/2015,51.2858
1/29/2015,51.8166
1/30/2015,51.036
2/2/2015,51.7854
2/3/2015,52.6374
2/4/2015,52.4054
2/5/2015,52.8203
2/6/2015,53.3065
2/9/2015,52.9184
2/10/2015,53.2173
2/11/2015,53.1682
2/12/2015,53.6366
2/13/2015,54.0068
2/17/2015,53.9087
2/18/2015,54.3503
2/19/2015,55.0373
2/20/2015,55.693
2/23/2015,55.5592
2/24/2015,55.6707
2/25/2015,55.2603
2/26/2015,55.0507
2/27/2015,55.015
3/2/2015,55.7421
3/3/2015,55.2692
3/4/2015,55.0373
3/5/2015,55.122
3/6/2015,54.4886
3/9/2015,54.9838
3/10/2015,54.1094
3/11/2015,54.2834
3/12/2015,54.9615
3/13/2015,54.4931
3/16/2015,55.1488
3/17/2015,55.1488
3/18/2015,55.6975
3/19/2015,55.4521
3/20/2015,55.8224
3/23/2015,55.6216
3/24/2015,55.6395
3/25/2015,54.5675
3/26/2015,54.6973
3/27/2015,55.2124
3/30/2015,55.9156
3/31/2015,55.4409
4/1/2015,55.19
4/2/2015,55.2975
4/6/2015,55.8081
4/7/2015,55.6648
4/8/2015,56.041
4/9/2015,56.059
4/10/2015,56.1709
4/13/2015,55.8171
4/14/2015,55.7454
4/15/2015,55.835
4/16/2015,55.7544
4/17/2015,54.8272
4/20/2015,55.5125
4/21/2015,55.5707
4/22/2015,55.5484
4/23/2015,55.5484
4/24/2015,55.1497
4/27/2015,55.0064
4/28/2015,55.1049
4/29/2015,54.7556
4/30/2015,53.7926
5/1/2015,54.2674
5/4/2015,54.3973
5/5/2015,53.7388
5/6/2015,53.7657
5/7/2015,53.7747
5/8/2015,54.5316
5/11/2015,54.6526
5/12/2015,54.5854
5/13/2015,54.7108
5/14/2015,55.4409
5/15/2015,55.3961
5/18/2015,55.5707
5/19/2015,55.629
5/20/2015,55.5887
5/21/2015,55.7947
5/22/2015,55.3737
5/26/2015,54.7287
5/27/2015,55.0109
5/28/2015,54.8989
5/29/2015,54.4465
6/1/2015,54.5048
6/2/2015,54.6257
6/3/2015,55.0288
6/4/2015,54.0882
6/5/2015,54.124
6/8/2015,53.8822
6/9/2015,53.7523
6/10/2015,54.4958
6/11/2015,54.8362
6/12/2015,54.6391
6/15/2015,54.2718
6/16/2015,54.5719
6/17/2015,54.7197
6/18/2015,55.3065
6/19/2015,55.1139
6/22/2015,55.2931
6/23/2015,55.2975
6/24/2015,54.7819
6/25/2015,54.553
6/26/2015,54.544
6/29/2015,53.458
6/30/2015,53.467
7/1/2015,53.8933
7/2/2015,53.4804
7/6/2015,53.4041
7/7/2015,53.6644
7/8/2015,53.0317
7/9/2015,53.256
7/10/2015,53.8574
7/13/2015,54.4184
7/14/2015,54.7729
7/15/2015,54.4812
7/16/2015,54.8986
7/17/2015,54.7056
7/20/2015,54.6966
7/21/2015,53.5029
7/22/2015,53.0047
7/23/2015,53.0272
7/24/2015,52.2463
7/27/2015,51.6674
7/28/2015,52.3316
7/29/2015,53.2875
7/30/2015,53.0227
7/31/2015,52.9733
8/3/2015,52.6681
8/4/2015,52.7489
8/5/2015,53.1079
8/6/2015,53.1797
8/7/2015,52.9105
8/10/2015,54.3331
8/11/2015,53.7856
8/12/2015,53.5702
8/13/2015,53.8933
8/14/2015,54.2523
8/17/2015,54.4632
8/18/2015,54.2837
8/19/2015,53.9157
8/20/2015,52.5515
8/21/2015,51.3263
8/24/2015,49.6569
8/25/2015,49.1812
8/26/2015,50.3794
8/27/2015,51.2635
8/28/2015,51.4071
8/31/2015,50.9269
9/1/2015,49.6255
9/2/2015,50.7564
9/3/2015,50.9628
9/4/2015,50.2627
9/8/2015,51.5013
9/9/2015,51.1692
9/10/2015,51.1782
9/11/2015,51.3173
9/14/2015,51.0391
9/15/2015,51.5238
9/16/2015,51.7033
9/17/2015,51.5866
9/18/2015,50.5724
9/21/2015,50.7878
9/22/2015,49.9306
9/23/2015,49.3876
9/24/2015,49.2395
9/25/2015,49.1604
9/28/2015,48.2473
9/29/2015,48.4137
9/30/2015,49.039
10/1/2015,48.859
10/2/2015,49.2549
10/5/2015,50.3389
10/6/2015,50.303
10/7/2015,51.0317
10/8/2015,51.6434
10/9/2015,51.9133
10/12/2015,51.9178
10/13/2015,51.3915
10/14/2015,50.3434
10/15/2015,50.8607
10/16/2015,50.7303
10/19/2015,50.7033
10/20/2015,50.8112
10/21/2015,50.9777
10/22/2015,52.2462
10/23/2015,52.4666
10/26/2015,52.3046
10/27/2015,52.4081
10/28/2015,53.4202
10/29/2015,53.4787
10/30/2015,53.1863
11/2/2015,53.825
11/3/2015,53.6856
11/4/2015,53.5641
11/5/2015,53.753
11/6/2015,53.6361
11/9/2015,52.9569
11/10/2015,52.9209
11/11/2015,52.7455
11/12/2015,51.9268
11/13/2015,51.5669
11/16/2015,52.8084
11/17/2015,52.8264
11/18/2015,53.2807
11/19/2015,53.6406
11/20/2015,54.1039
11/23/2015,54.0949
11/24/2015,54.3468
11/25/2015,54.2613
11/27/2015,54.2793
11/30/2015,53.9555
12/1/2015,54.2478
12/2/2015,53.816
12/3/2015,53.1953
12/4/2015,53.9555
12/7/2015,53.8925
12/8/2015,53.3032
12/9/2015,52.8534
12/10/2015,53.2987
12/11/2015,52.4936
12/14/2015,52.3181
12/15/2015,52.4801
12/16/2015,53.2223
12/17/2015,52.597
12/18/2015,51.7963
12/21/2015,52.5116
12/22/2015,53.0288
12/23/2015,53.4427
12/24/2015,53.4447
12/28/2015,53.2509
12/29/2015,53.981
12/30/2015,53.6881
12/31/2015,53.278
1/4/2016,52.6245
1/5/2016,53.278
1/6/2016,52.6741
1/7/2016,51.4077
1/8/2016,50.6821
1/11/2016,50.8714
1/12/2016,51.286
1/13/2016,49.8889
1/14/2016,50.0737
1/15/2016,49.1453
1/19/2016,48.8299
1/20/2016,48.4513
1/21/2016,48.2575
1/22/2016,49.0282
1/25/2016,48.4693
1/26/2016,49.3031
1/27/2016,48.0682
1/28/2016,48.2125
1/29/2016,49.3121
2/1/2016,49.1363
2/2/2016,48.0322
2/3/2016,48.8164
2/4/2016,49.1318
2/5/2016,48.4333
2/8/2016,48.0727
2/9/2016,47.7888
2/10/2016,47.8925
2/11/2016,46.527
2/12/2016,46.9235
2/16/2016,47.9105
2/17/2016,48.7082
2/18/2016,48.9516
2/19/2016,48.8164
2/22/2016,49.623
2/23/2016,49.6366
2/24/2016,49.6095
2/25/2016,50.4297
2/26/2016,50.6551
2/29/2016,50.5514
3/1/2016,50.9525
3/2/2016,51.1643
3/3/2016,51.3491
3/4/2016,51.6736
3/7/2016,51.5204
3/8/2016,51.0111
3/9/2016,51.2545
3/10/2016,50.8984
3/11/2016,51.6691
3/14/2016,51.5339
3/15/2016,51.3716
3/16/2016,51.935
3/17/2016,52.7552
3/18/2016,53.3861
3/21/2016,53.4627
3/22/2016,53.314
3/23/2016,53.001
3/24/2016,52.5627
3/28/2016,52.4181
3/29/2016,53.0824
3/30/2016,53.1366
3/31/2016,52.8203
4/1/2016,52.9965
4/4/2016,52.5718
4/5/2016,52.6034
4/6/2016,53.0688
4/7/2016,52.9107
4/8/2016,53.0101
4/11/2016,52.9604
4/12/2016,53.3535
4/13/2016,54.0856
4/14/2016,53.9861
4/15/2016,54.0313
4/18/2016,54.3431
4/19/2016,54.3838
4/20/2016,54.4335
4/21/2016,54.2482
4/22/2016,54.5555
4/25/2016,54.063
4/26/2016,54.9848
4/27/2016,55.8072
4/28/2016,55.3508
4/29/2016,55.0707
5/2/2016,55.4231
5/3/2016,55.0345
5/4/2016,54.6097
5/5/2016,54.917
5/6/2016,55.3102
5/9/2016,55.274
5/10/2016,56.4399
5/11/2016,55.8976
5/12/2016,56.1235
5/13/2016,55.4954
5/16/2016,56.1597
5/17/2016,55.753
5/18/2016,55.7078
5/19/2016,55.2017
5/20/2016,55.7349
5/23/2016,55.3192
5/24/2016,55.9066
5/25/2016,56.1145
5/26/2016,56.2727
5/27/2016,56.3676
5/31/2016,56.0467
6/1/2016,56.3404
6/2/2016,56.5302
6/3/2016,56.4805
6/6/2016,57.0137
6/7/2016,57.2081
6/8/2016,57.4927
6/9/2016,57.556
6/10/2016,56.8872
6/13/2016,56.1687
6/14/2016,56.1416
6/15/2016,56.1687
6/16/2016,56.0784
6/17/2016,56.0603
6/20/2016,56.5799
6/21/2016,56.4459
6/22/2016,56.3689
6/23/2016,56.9171
6/24/2016,55.1412
6/27/2016,53.909
6/28/2016,54.4073
6/29/2016,55.3224
6/30/2016,56.5954
7/1/2016,56.7041
7/5/2016,55.8978
7/6/2016,56.2285
7/7/2016,56.1605
7/8/2016,57.2931
7/11/2016,57.7098
7/12/2016,57.8321
7/13/2016,57.7597
7/14/2016,57.882
7/15/2016,58.0269
7/18/2016,57.9454
7/19/2016,58.1946
7/20/2016,58.4618
7/21/2016,57.9952
